Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Custom field (Actual Result),Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Labels),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Testcase Result),Custom field (Text-level),Custom field (Time stamp),Custom field (Time stamp),Custom field (Total forms),Custom field ([CHART] Date of First Response),Parent,Parent summary,Status Category
Link,NC-65,10373,,Epic,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,03/Jan/23 4:27 PM,03/Jan/23 4:39 PM,03/Jan/23 5:04 PM,,,0,,,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Link,To Do,,,,purple,,,,0|i0023r:,,,,,,,,,,,,,,,,,,,,,,To Do
SC8-customer can delete one by one product,NC-64,10372,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 4:27 PM,03/Jan/23 4:44 PM,03/Jan/23 5:04 PM,,,0,Cart,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,NC-34,,,,subtract successfully,,,,,,,,,NC-18,,,,"can subtract one per one if click ""-"" button",,,,,,0|i0023j:,,NC Sprint 3,,,,,,,,System,,"step 1 : go to cart
step 2: click ""-"" button after choose product
step 3: see result",,Pass,,,,,,,,To Do
IP20-Customer can chat the website admin,NC-63,10371,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,03/Jan/23 4:26 PM,03/Jan/23 4:47 PM,03/Jan/23 4:47 PM,,,0,Contact,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,NC-67,NC-81,,NC-57,,,,successfully,,,,,,,,,NC-56,,,,can contact with admin,,,,,,0|i0023b:,,NC Sprint 2,,,,,,,,Integratiom,,"step 1 : click chat at right corner
step 2: contact with them",,Pass,,,,,,,,To Do
SC7-Customer can add products into cart,NC-62,10370,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 4:26 PM,03/Jan/23 4:45 PM,03/Jan/23 5:04 PM,,,0,Cart,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,NC-32,,,,rise successfully,,,,,,,,,NC-18,,,,cart rise to one after one click,,,,,,0|i00233:,,NC Sprint 3,,,,,,,,System,,"step 1: go to cart after loggin
step 2: click ""+"" button ",,Pass,,,,,,,,To Do
SC6-Customer can see state after logging,NC-61,10369,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 4:25 PM,03/Jan/23 4:45 PM,03/Jan/23 5:04 PM,,,0,Login,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,NC-27,,,,customer has seen their account,,,,,,,,,NC-23,,,,Customer can see state after logging,,,,,,0|i0022v:,,NC Sprint 3,,,,,,,,System,,"step 1: go to highland website
step 2: log in",,Pass,,,,,,,,To Do
SC5-Manager can see state after customer logged in,NC-60,10368,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 4:24 PM,03/Jan/23 4:45 PM,03/Jan/23 5:04 PM,,,0,Login,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,NC-25,,,,manager see customer 's state,,,,,,,,,NC-23,,,,customer can enter their account,,,,,,0|i0022n:,,NC Sprint 3,,,,,,,,System,,"Step 1: go to highland website
step 2: log in
step 3: wait result",,Pass,,,,,,,,To Do
SC4-Account number entered should exist in database,NC-59,10367,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 4:23 PM,03/Jan/23 4:45 PM,03/Jan/23 5:04 PM,,,0,NewAccount,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,NC-21,,,,create successfully,,,,,,,,,NC-8,,,,Account number entered should exist in database,,,,,,0|i0022f:,,NC Sprint 3,,,,,,,,System,,"Step 1:  go to ""highland website""
step 2: register 
step 3: see result",,Pass,,,,,,,,To Do
SC3-Customer can view their account after creating,NC-58,10366,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 4:22 PM,03/Jan/23 4:42 PM,03/Jan/23 5:04 PM,,,0,NewAccount,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,NC-17,,,,"Result after create :
""succeedfully ""
",,,,,,,,,NC-8,,,,Customer can view their account after creating,,,,,,0|i00227:,,NC Sprint 3,,,,,,,,System,,"step 1: create account 
step 2: see results",,Pass,,,,,,,,To Do
IP19-Customer can call the website admin,NC-57,10365,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,03/Jan/23 4:22 PM,03/Jan/23 4:47 PM,03/Jan/23 4:47 PM,,,0,Contact,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,NC-63,NC-78,,NC-53,,,,successfully,,,,,,,,,NC-56,,,,can contact with admin,,,,,,0|i0021z:,,NC Sprint 2,,,,,,,,Integratiom,,"step 1 : click call at right corner
step 2: contact with them",,Pass,,,,,,,,To Do
Contact,NC-56,10364,,Epic,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,03/Jan/23 4:21 PM,03/Jan/23 4:37 PM,03/Jan/23 5:04 PM,,,0,,,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Contact,To Do,,,,purple,,,,0|i0021r:,,,,,,,,,,,,,,,,,,,,,,To Do
SC02-Account entered should exist in database,NC-55,10363,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 4:19 PM,03/Jan/23 4:45 PM,03/Jan/23 5:04 PM,,,0,NewAccount,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,NC-15,,,,Account lied in database,,,,,,,,,NC-8,,,,Account entered should exist in database,,,,,,0|i0021j:,,NC Sprint 3,,,,,,,,System,,,,Pass,,,,,,,,To Do
CA16-if the product has a price between 50000 and 100000 it will be displayed,NC-54,10362,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 4:16 PM,03/Jan/23 4:16 PM,03/Jan/23 4:48 PM,,,0,Cart,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,,,,Sản phầm nếu có giá từ 50000 đến 100000 thì hiển thị,,,,,,,,,NC-18,,,,Nếu có sản phầm từ 50000 đến 100000 thì sẽ hiển thị sản phẩm.,,,,,,0|i0021b:,,NC Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://shop.highlandscoffee.com.vn/collections/all“.

step 2: Bấm vào lọc sản phẩm từ 50000 đến 100000.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,To Do
"IP18-when add any product(include quantity) , at corner of screen that cart will increase as quantitty added",NC-53,10361,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,03/Jan/23 4:15 PM,03/Jan/23 4:48 PM,03/Jan/23 4:48 PM,,,0,Cart,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,NC-57,NC-77,,NC-50,,,,successfully,,,,,,,,,NC-18,,,,see quantity at right corner when added any products (include quantity),,,,,,0|i00213:,,NC Sprint 2,,,,,,,,Integratiom,,"step 1 : click ""mua "" any product (include click ""+"" or ""-"" ) 
step 2: see cart at right corner when added",,Pass,,,,,,,,To Do
"CA15-If the product is less than 50000, it will be displayed",NC-52,10360,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 4:13 PM,03/Jan/23 4:13 PM,03/Jan/23 5:04 PM,,,0,Cart,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,,,,Sản phẩm sẽ hiển thị ra nếu có sản phẩm dưới 50000,,,,,,,,,NC-18,,,,Nếu có sản phẩm có giá trị dưới 50000 thì sẽ có sản phẩm hiện thị.,,,,,,0|i0020v:,,NC Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://shop.highlandscoffee.com.vn/collections/all“.

step 2: Bấm vào trường lọc sản phẩm dưới 50000

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,To Do
CA14-if press into the product product pro-end else shows,NC-51,10359,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 4:07 PM,03/Jan/23 4:07 PM,03/Jan/23 4:48 PM,,,0,Cart,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,,,,Nếu không có khuyến mãi thì không hiển thì sản phẩm,,,,,,,,,NC-18,,,,Nếu không có sản phẩm khuyến mãi thì bấm vào sẽ không có khuyễn mãi.,,,,,,0|i0020n:,,NC Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://shop.highlandscoffee.com.vn/collections/all“.

step 2: Bấm vào Product

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,To Do
"IP17-when add any product, system will notice ""Đã thêm vào giỏ hàng thành công""",NC-50,10358,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,03/Jan/23 4:03 PM,03/Jan/23 4:48 PM,03/Jan/23 4:48 PM,,,0,Cart,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,NC-53,NC-76,,NC-49,,,,successfully,,,,,,,,,NC-18,,,,see notification at right corner when added any products,,,,,,0|i0020f:,,NC Sprint 2,,,,,,,,Integratiom,,"step 1 : click ""mua "" any product 
step 2: see right corner when added",,Pass,,,,,,,,To Do
"IP16-Go to cart, when cart is empty, total is 0",NC-49,10357,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,03/Jan/23 3:59 PM,03/Jan/23 4:48 PM,03/Jan/23 4:48 PM,,,0,Cart,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,NC-50,NC-75,,NC-48,,,,successfully,,,,,,,,,NC-18,,,,total is 0 when no products,,,,,,0|i00207:,,NC Sprint 2,,,,,,,,Integratiom,,"step 1 : go to cart
step 2: see total",,Pass,,,,,,,,To Do
"IP15-Go to cart, when delete more product with more than 1 quantity and see total",NC-48,10356,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,03/Jan/23 3:57 PM,03/Jan/23 4:48 PM,03/Jan/23 4:48 PM,,,0,Cart,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,NC-49,NC-74,,NC-46,,,,successfully,,,,,,,,,NC-18,,,,total decrease when delete more product with more quantity,,,,,,0|i001zz:,,NC Sprint 2,,,,,,,,Integratiom,,"step 1 : go to cart
step 2 :delete more products with more than quantity
step 3: see total",,Pass,,,,,,,,To Do
SC01-Manager can view account of customer,NC-47,10355,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 3:54 PM,03/Jan/23 4:45 PM,03/Jan/23 5:04 PM,,,0,NewAccount,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,NC-14,,,,,,,,,,,,,NC-8,,,,Manager can view account of customer,,,,,,0|i001zr:,,NC Sprint 3,,,,,,,,System,,,,,,,,,,,,To Do
"IP14-Go to cart, when add more product with  more than 1 quantity and see total",NC-46,10354,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,03/Jan/23 3:54 PM,03/Jan/23 4:48 PM,03/Jan/23 4:48 PM,,,0,Cart,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,NC-48,NC-72,,NC-44,,,,successfully,,,,,,,,,NC-18,,,,total increase when add more product with more quantity,,,,,,0|i001zj:,,NC Sprint 2,,,,,,,,Integratiom,,"step 1 : go to cart
step 2 :add more products with per one quantity
step 3: see total",,Pass,,,,,,,,To Do
CP13-Passwords do not Match,NC-45,10353,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Lowest,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 3:51 PM,03/Jan/23 3:51 PM,03/Jan/23 5:04 PM,,,0,ChangePasswords,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,,,,hệ thống sẽ báo lỗi đăng nhập không trùng.,,,,,,,,,NC-5,,,,Nếu mật khẩu đăng nhập không trùng với mật khẩu cũ thì hệ thống sẽ báo lỗi.,,,,,,0|i001zb:,,NC Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://shop.highlandscoffee.com.vn/account/register“.

step 2: Nhập mật khẩu không trùng với mật khẩu cũ.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,To Do
"IP13-Go to cart, when delete more product and per product with 1 quantity and see total",NC-44,10352,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,03/Jan/23 3:50 PM,03/Jan/23 4:48 PM,03/Jan/23 4:48 PM,,,0,Cart,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,NC-46,NC-71,,NC-42,,,,successfully,,,,,,,,,NC-18,,,,total decrease when delete per product with 1 quantity,,,,,,0|i001z3:,,NC Sprint 2,,,,,,,,Integratiom,,"step 1 : go to cart
step 2 :delete more products with per one quantity
step 3: see total",,Pass,,,,,,,,To Do
CP12-Enter at-least five character,NC-43,10351,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Lowest,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 3:47 PM,03/Jan/23 3:47 PM,03/Jan/23 4:48 PM,,,0,ChangePasswords,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,,,,Hệ thống báo lỗi ký tự được nhập ít nhất 5 ký tự.,,,,,,,,,NC-5,,,,Nếu nhập vào trường password ít hơn 5 ký tự thì hệ thống sẽ báo lỗi.,,,,,,0|i001yv:,,NC Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://shop.highlandscoffee.com.vn/account/register“.

step 2: Nhập bốn ký tự vào trường password.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,To Do
"IP12-Go to cart, when chose more product and per product with 1 quantity",NC-42,10350,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,03/Jan/23 3:47 PM,03/Jan/23 4:48 PM,03/Jan/23 4:48 PM,,,0,Cart,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,NC-44,NC-70,,NC-41,,,,successfully,,,,,,,,,NC-18,,,,total increase when add per product with 1 quantity,,,,,,0|i001yn:,,NC Sprint 2,,,,,,,,Integratiom,,"step 1 : go to cart
step 2 : chose more products with one quantity
step 3: see total",,Pass,,,,,,,,To Do
" IP11-Go to cart, when chose 1 product and decrease quantity, can total",NC-41,10349,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,03/Jan/23 3:44 PM,03/Jan/23 4:49 PM,03/Jan/23 4:49 PM,,,0,Cart,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,NC-42,NC-69,,NC-38,,,,successfully,,,,,,,,,NC-18,,,,total increase when quantity decrease,,,,,,0|i001yf:,,NC Sprint 2,,,,,,,,Integratiom,,"step 1 : go to cart
step 2 : decrease quantity
step 3: see total",,Pass,,,,,,,,To Do
"IP10.1-Go to cart, when chose 1 product and increase quantity, can total",NC-40,10348,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,03/Jan/23 3:43 PM,03/Jan/23 4:50 PM,03/Jan/23 4:50 PM,,,0,Cart,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,NC-38,,,,successfully,,,,,,,,,NC-18,,,,total increase when quantity increase,,,,,,0|i001y7:,,NC Sprint 2,,,,,,,,Integratiom,,"step 1 : go to cart
step 2 : increase quantity
step 3: see total",,Pass,,,,,,,,To Do
CP12-Confirm Password must not be blank,NC-39,10347,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 3:43 PM,03/Jan/23 3:43 PM,03/Jan/23 5:04 PM,,,0,ChangePasswords,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,,,,Nếu bỏ trống trường password thì trong hệ thống se báo lỗi,,,,,,,,,NC-5,,,,Nếu để trống trường password thì hệ thống sẽ báo lỗi.,,,,,,0|i001xq:,,NC Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://shop.highlandscoffee.com.vn/account/register“.

step 2: Bỏ trống trường password trong changepassword.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,To Do
"IP10-Go to cart, when chose 1 product and increase quantity, can total",NC-38,10346,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,03/Jan/23 3:40 PM,03/Jan/23 4:50 PM,03/Jan/23 4:50 PM,,,0,Cart,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,NC-40,NC-41,NC-68,,,,,successfully,,,,,,,,,NC-18,,,,total increase when quantity increase,,,,,,0|i001xp:,,NC Sprint 2,,,,,,,,Integratiom,,"step 1 : go to cart
step 2 : increase quantity
step 3: see total",,Pass,,,,,,,,To Do
LG11-Email must not be blank,NC-37,10345,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Low,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 3:36 PM,03/Jan/23 3:36 PM,03/Jan/23 5:04 PM,,,0,Login,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,,,,Please fill out this field.,,,,,,,,,NC-23,,,,Nếu bỏ trống trường ký tự trong Login thì hệ thống sẽ báo lỗi.,,,,,,0|i001xn:,,NC Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://shop.highlandscoffee.com.vn/account/register“.

step 2: Bỏ trống trường Email trong Login.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,To Do
"IP9-customer can click ""x"" button in cart to delete one product",NC-36,10344,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,03/Jan/23 3:35 PM,03/Jan/23 4:49 PM,03/Jan/23 4:49 PM,,,0,Cart,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,NC-66,,,,,,,delete successfully,,,,,,,,,NC-18,,,,can delete permanently ,,,,,,0|i001xv:,,NC Sprint 2,,,,,,,,Integratiom,,"step 1: go to cart
step 2: click ""x""
step 3: wait result",,Pass,,,,,,,,To Do
LG10-Password must not be blank,NC-35,10343,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Low,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 3:33 PM,03/Jan/23 3:33 PM,03/Jan/23 4:49 PM,,,0,Login,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,,,,Please fill out this field,,,,,,,,,NC-23,,,,Nếu bỏ trống trường pass trong login thì hệ thống sẽ báo lỗi.,,,,,,0|i001xz:,,NC Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://shop.highlandscoffee.com.vn/account/register“.

step 2: Bỏ trống trường đăng nhập trong Login.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,To Do
IP8-customer can delete one by one product,NC-34,10342,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,03/Jan/23 3:31 PM,03/Jan/23 4:50 PM,03/Jan/23 4:50 PM,,,0,Cart,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,NC-64,,,,,,,subtract successfully,,,,,,,,,NC-18,,,,"can subtract one per one if click ""-"" button",,,,,,0|i001xr:,,NC Sprint 2,,,,,,,,,,"step 1 : go to cart
step 2: click ""-"" button after choose product
step 3: see result",,Pass,,,,,,,,To Do
NC09-Verify  Customer Name – Special characters are not allowed,NC-33,10341,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,03/Jan/23 3:28 PM,03/Jan/23 3:28 PM,03/Jan/23 5:04 PM,,,0,NewAccount,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,,,,Hệ thống sẽ không hiện thị lỗi đăng nhập.,,,,,,,,,NC-8,,,,nếu nhập ký tự vào trường Name thì hệ thống sẽ thông báo lỗi.,,,,,,0|i001xj:,,NC Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://shop.highlandscoffee.com.vn/account/register“.

step 2: Nhập ký tự đặc biệt vào trường Name.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Fail,,,,,,,,To Do
IP7-Customer can add products into cart ,NC-32,10340,,Story,To Do,NC,N6_CD21CT3,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,03/Jan/23 3:26 PM,03/Jan/23 4:50 PM,03/Jan/23 4:50 PM,,,0,Cart,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,NC-62,,,,,,,rise successfully,,,,,,,,,NC-18,,,,cart rise to one after one click,,,,,,0|i001xb:,,NC Sprint 2,,,,,,,,Integratiom,,"step 1: go to cart after loggin
step 2: click ""+"" button ",,Pass,,,,,,,,To Do
